timestamp,rps,cpu_usage,memory_usage,latency_ms,error_rate
2026-01-01 00:00:00,116,51.09624759627545,46.23201789797285,313.21603646568974,3.9331885951398458
2026-01-01 00:01:00,128,41.268883229659615,34.835702630909175,234.09929310986865,0.33465031565918885
2026-01-01 00:02:00,107,37.79380875422391,29.63347817515363,250.19076135102466,0.20264296405033638
2026-01-01 00:03:00,123,48.32091582318653,41.500565814355134,282.7577075563846,0.16984524412381902
2026-01-01 00:04:00,132,50.95638694438265,46.156477650648014,283.69253234042,0.4248923745705776
2026-01-01 00:05:00,109,36.51092344880321,26.959474218045706,259.8970319896608,0.2880346218555543
2026-01-01 00:06:00,113,36.96634781239073,31.573661306143023,225.4349142551337,0.33351063602257514
2026-01-01 00:07:00,118,40.13432033727474,36.472208825918216,220.8711429002533,0.06375955670097422
2026-01-01 00:08:00,124,50.63928883075682,50.353999588180606,304.12690304399155,3.8331278354602367
2026-01-01 00:09:00,113,38.154470718200265,33.08865422717812,229.32229370335287,0.2223053872615488
2026-01-01 00:10:00,119,42.04057846241732,32.8529112157387,290.44278908822724,0.18333421139351708
2026-01-01 00:11:00,109,36.016067645382876,31.575820830053672,197.78163032481245,0.46470209982440075
2026-01-01 00:12:00,123,46.57774282397993,39.65369132522158,269.7178431467403,0.026966993597985378
2026-01-01 00:13:00,123,43.82762518791828,41.653576889355904,298.422129202293,0.09780320244972573
2026-01-01 00:14:00,113,34.532830946208854,29.727926546139052,213.41028423639597,0.18752004304352082
2026-01-01 00:15:00,126,39.25587942982502,24.488025000525436,254.9578796800698,0.16202004856119745
2026-01-01 00:16:00,105,26.756972167222465,38.84777295529144,169.8164540547919,0.25534192502191194
2026-01-01 00:17:00,112,35.04339295437192,32.10850682529845,265.7726394415902,0.20045102628048128
2026-01-01 00:18:00,114,43.86972901816086,39.83952215757909,253.2876098023429,0.3941445294201253
2026-01-01 00:19:00,121,48.96880269006133,37.90628253306707,317.8557145759877,3.5301856160777496
2026-01-01 00:20:00,123,46.47779181608592,35.971735570630884,325.90497071874495,2.9588030085586943
2026-01-01 00:21:00,102,38.4731610032034,34.25804907219093,238.16156180625006,0.1846772762890062
2026-01-01 00:22:00,94,32.26736975235675,30.385318106367635,194.42428736833838,0.20368423888072457
2026-01-01 00:23:00,116,44.47457277456993,42.835572053819945,298.2768470942001,0.3602309642587627
2026-01-01 00:24:00,132,47.631391115409414,43.81800263314152,323.464529077333,3.4013289423659634
2026-01-01 00:25:00,113,48.57224485993562,38.971251561269526,293.58689250391956,0.4259598085793213
2026-01-01 00:26:00,106,36.60777342911625,22.92912964988443,263.77031546039274,0.2706291189065971
2026-01-01 00:27:00,129,51.86504041868066,46.277646979299774,332.6904580561432,1.6126492804309822
2026-01-01 00:28:00,127,48.8205704090893,41.80261468574386,321.40512468560735,4.6448572560089065
2026-01-01 00:29:00,129,48.827216431020794,38.89420789146958,341.0395925452918,2.6438082942146197
2026-01-01 00:30:00,115,30.1925433726909,30.485521931844314,213.36951062463413,0.05077985499951848
2026-01-01 00:31:00,134,51.54594780773855,40.08904603024474,329.4960457542828,1.6659237588196025
2026-01-01 00:32:00,114,39.26246010545423,37.80408945273514,237.0069749589832,0.17230267485829498
2026-01-01 00:33:00,114,37.68036752782554,28.271778874973062,295.0720166358567,0.1868708452784938
2026-01-01 00:34:00,128,37.38543479411043,34.18324605703271,223.36116288258066,0.45452425052456336
2026-01-01 00:35:00,136,47.57206433015908,46.55075518521766,309.3563860727408,3.4860757399813043
2026-01-01 00:36:00,105,36.91775798409121,31.874248923272997,246.5611501379288,0.13145309344712597
2026-01-01 00:37:00,129,38.63499039092598,41.53117068986067,257.78383922953907,0.0444781403230326
2026-01-01 00:38:00,129,37.78359913553154,41.6767845243524,284.07972460951186,0.0005540131152325656
2026-01-01 00:39:00,121,44.78309740064055,41.25348766065512,285.8598159502905,0.2191472423109782
2026-01-01 00:40:00,114,44.25852565530688,41.998214572137286,279.65467602060295,0.2842867008136921
2026-01-01 00:41:00,137,48.901414549612106,48.25410855991697,342.8117027296524,2.20166676287028
